"text","label"
"دوره به اندازه کافی جامع بود، اما من به دنبال چیزی عمیق‌تر بودم","0"
"دوره از نظر فنی خوب بود، اما از نظر عملی چندان کاربردی نبود","0"
"دوره اطلاعات زیادی ارائه داد، اما بیشتر آنها برای من قدیمی بودند","0"
"دوره به من کمک کرد تا برخی از مفاهیم را بهتر درک کنم، اما هیچ چیزی که واقعاً جدید باشد، نبود","0"
"دوره به خوبی سازماندهی شده بود، اما برخی از مطالب برای من خیلی سطحی بودند","0"
"دوره برای کسانی که به دنبال یادگیری مقدماتی هستند، مناسب است","0"
"دوره از نظر محتوایی خوب بود، اما از نظر ارائه می‌توانست بهتر باشد","0"
"دوره از نظر آموزشی خوب بود، اما از نظر تعاملی کمی ضعیف بود","0"
"دوره به من کمک کرد تا برخی از مهارت‌هایم را بهبود ببخشم، اما انتظار بیشتری داشتم","0"
"مدرس دوره به خوبی مطالب را توضیح می‌داد، اما کمی سریع پیش می‌رفت","0"
"مدرس دوره در دسترس بود و به سوالات به خوبی پاسخ می‌داد، اما گاهی اوقات پاسخ‌ها کافی نبود","0"
"مدرس دوره از نظر فنی بسیار قوی بود، اما در برقراری ارتباط با شاگردان کمی ضعیف عمل می‌کرد","0"
"مدرس دوره انگیزه زیادی برای تدریس داشت، اما گاهی اوقات مطالب را خیلی پیچیده توضیح می‌داد","0"
"مدرس دوره تجربه زیادی داشت، اما رویکرد تدریسش کمی قدیمی به نظر می‌رسید","0"
"مدرس دوره در ارائه مطالب جدید خوب عمل می‌کرد، اما در تعامل با کلاس کمی کم‌کاری می‌کرد","0"
"مدرس دوره در تشریح مفاهیم پایه‌ای عالی بود، اما در مفاهیم پیشرفته‌تر کمی ضعف داشت","0"
"مدرس دوره در انتقال دانش خود موفق بود، اما گاهی اوقات نیاز به توضیحات بیشتری بود","0"
"مدرس دوره اشتیاق زیادی برای تدریس داشت، اما برخی از درس‌ها کمی خسته‌کننده بودند","0"
"مدرس دوره در ارائه مثال‌های عملی خوب بود، اما در تئوری کمی ضعف داشت","0"
"مدرس دوره در توضیح مطالب پیچیده مهارت داشت، اما گاهی اوقات بیش از حد به جزئیات می‌پرداخت","0"
"مدرس دوره بسیار متعهد بود، اما گاهی اوقات نیاز به تنوع بیشتری در شیوه تدریس بود","0"
"مدرس دوره در ارائه مطالب به روشی ساده و قابل فهم موفق بود، اما برخی از مطالب نیاز به توضیح بیشتر داشتند","0"
"مدرس دوره اصلاً توضیحات واضحی نمی‌داد و من هیچ چیزی یاد نگرفتم","-1"
"مطالب دوره بسیار قدیمی و کاملاً بی‌ربط به نیازهای فعلی من بودند","-1"
"مدرس دوره بسیار خسته‌کننده تدریس می‌کرد و من نتوانستم تمرکز کنم","-1"
"دوره به شدت نامنظم بود و هیچ برنامه‌ریزی درستی برای جلسات وجود نداشت","-1"
"محتوای دوره بسیار سطحی بود و هیچ چالش فکری برای من ایجاد نکرد","-1"
"مدرس دوره به سوالات پاسخ نمی‌داد و انگار که اصلاً حضور ذهن نداشت","-1"
"دوره هیچ ارزش افزوده‌ای برای من نداشت و وقتم را تلف کرد","-1"
"مدرس دوره اصلاً به نظرات دانشجویان اهمیت نمی‌داد و فقط مطالب خودش را می‌گفت","-1"
"دوره بسیار گران بود و اصلاً ارزش هزینه‌ای که کردم را نداشت","-1"
"مدرس دوره بسیار بی‌نظم بود و همیشه دیر به کلاس می‌آمد","-1"
"مطالب دوره بسیار پیچیده و بدون هیچ توضیح مفیدی ارائه شدند","-1"
"مدرس دوره اصلاً تعاملی با دانشجویان نداشت و فقط یک‌طرفه تدریس می‌کرد","-1"
"دوره فاقد هرگونه محتوای عملی بود و فقط به تئوری پرداخته بود","-1"
"مدرس دوره اصلاً صبور نبود و به دانشجویان فرصت یادگیری نمی‌داد","-1"
"دوره به هیچ وجه به روز نبود و مطالب قدیمی و تکراری ارائه شد","-1"
"مدرس دوره اصلاً قابل فهم نبود و با لهجه‌ای سنگین صحبت می‌کرد","-1"
"دوره هیچ تمرین عملی نداشت و فقط به خواندن اسلایدها پرداخته بود","-1"
"مدرس دوره اصلاً انگیزه‌ای برای تدریس نداشت و بسیار بی‌حال به نظر می‌رسید","-1"
"دوره بسیار کوتاه بود و هیچ فرصتی برای پرداختن به مطالب به صورت عمیق وجود نداشت","-1"
"مدرس دوره بسیار بی‌ادب بود و به دانشجویان احترام نمی‌گذاشت","-1"
"دوره به شدت ناامیدکننده بود و هیچ یک از اهداف یادگیری من را برآورده نکرد","-1"
"مدرس دوره هیچ توجهی به نیازهای فردی دانشجویان نداشت و فقط برنامه خودش را دنبال می‌کرد","-1"
"دوره هیچ مثال عملی نداشت و فقط به بحث‌های نظری پرداخته بود","-1"
"مدرس دوره اصلاً متعهد به زمان‌بندی کلاس‌ها نبود و همیشه برنامه‌ها به هم می‌خورد","-1"
"دوره اصلاً به اندازه‌ای که تبلیغ شده بود، جامع نبود و بسیاری از مطالب را پوشش نمی‌داد","-1"
"مدرس دوره اصلاً قابل اعتماد نبود و همیشه پاسخ‌های مبهمی می‌داد","-1"
"دوره بسیار طولانی و خسته‌کننده بود و به نظر می‌رسید که هیچ پایانی ندارد","-1"
"مدرس دوره اصلاً به روز نبود و از متدهای قدیمی و منسوخ شده استفاده می‌کرد","-1"
"دوره هیچ ارزشی برای پولی که پرداخت کردم نداشت و کاملاً ناامیدکننده بود","-1"
"مدرس دوره اصلاً مهارت‌های ارتباطی نداشت و نمی‌توانست مطالب را به خوبی منتقل کند","-1"
"دوره فاقد هرگونه سازماندهی بود و همیشه در حال تغییر برنامه‌ها بود","-1"
"مدرس دوره اصلاً حرفه‌ای نبود و به نظر می‌رسید که تجربه کافی برای تدریس ندارد","-1"
"دوره هیچ تأثیری بر مهارت‌های من نداشت و فقط وقتم را تلف کرد","-1"
"مدرس دوره اصلاً منظم نبود و همیشه برنامه‌های کلاس را در لحظه آخر تغییر می‌داد","-1"
"دوره اصلاً مطابق با توضیحات ارائه شده نبود و بسیار ناقص بود","-1"
"مدرس دوره اصلاً به دانشجویان اهمیت نمی‌داد و فقط به فکر پایان دادن به کلاس بود","-1"
"دوره اصلاً مفید نبود و هیچ چیز جدیدی به من یاد نداد","-1"
"مدرس دوره اصلاً انگیزه‌ای برای تدریس نداشت","-1"
"مدرس دوره اصلاً به سوالات پاسخ نمی‌داد و فقط مطالب را می‌خواند","-1"
"دوره هیچ تمرین عملی نداشت و فقط روی تئوری تمرکز کرده بود","-1"
"مدرس دوره بسیار بی‌نظم بود و همیشه دیر به کلاس می‌آمد","-1"
"محتوای دوره بسیار سطحی بود و هیچ چالش فکری برای من ایجاد نکرد","-1"
"دوره به شدت نامنظم بود و هیچ برنامه‌ریزی درستی برای جلسات وجود نداشت","-1"
"مدرس دوره اصلاً توضیحات واضحی نمی‌داد و من هیچ چیزی یاد نگرفتم","-1"
"دوره هیچ ارزش افزوده‌ای برای من نداشت و وقتم را تلف کرد","-1"
"مدرس دوره اصلاً به نظرات دانشجویان اهمیت نمی‌داد و فقط مطالب خودش را می‌گفت","-1"
"دوره بسیار گران بود و اصلاً ارزش هزینه‌ای که کردم را نداشت","-1"
"مدرس دوره اصلاً صبور نبود و به دانشجویان فرصت یادگیری نمی‌داد","-1"
"دوره به هیچ وجه به روز نبود و مطالب قدیمی و تکراری ارائه شد","-1"
"مدرس دوره اصلاً قابل فهم نبود و با لهجه‌ای سنگین صحبت می‌کرد","-1"
"دوره هیچ تأثیری بر مهارت‌های من نداشت و فقط وقتم را تلف کرد","-1"
"مدرس دوره اصلاً منظم نبود و همیشه برنامه‌های کلاس را در لحظه آخر تغییر می‌داد","-1"
"دوره اصلاً مطابق با توضیحات ارائه شده نبود و بسیار ناقص بود","-1"
"دوره عالی و فوق العاده بود و مدرس دوره به خوبی مطالب را تدریس کرد","1"
"عالی خیلی خوب بود","1"
"عالی بود","1"
"استاد منظم و منسجم تدریس میکرد","1"
"استاد خیلی مرتب و منظم تدریس میکرد","1"
"زیبا و قابل فهم مطالب گفته شد","1"
"نحوه ی آموزش خیلی خوب بود","1"
"این استاد بهترین آموزش را دارد","1"
"از این آموزش راضی هستم","1"
"این آموزش خوب بود اما تمرین محور نیست","-1"
"این آموزش پروژه محور نبود و تمرین کمی حل شد","-1"
"از این آموزش و تدریش رضایت داشتم","1"
"از این آموزش راضی نیستم","-1"
"سلام , عالی و خسته نباشد.","1"
"عالی","1"
"آموزش  خیلی خوب بود و هیچ چیزی کم نداشت","1"
"توضیحات به طور کلی خوب است و نسبتا کامل. اما توقع داشتم حداقل در انتهای هر درس 7-8 تمرین برای یادگیری و هضم مطالب ارائه شود.","-1"
"خوب بود و قابل درک فقط در برخی نکات ریز میشد توضیح بیشتری داده شود در کل برای مبتدی مفید است.","0"
"خوب","0"
"تسلط مدرس خوبه ولی تدریس کمی میتونست بهتر باشه مثلا به جای لیست کردن توابع کارامد توی بخش های مختلف، میشد مثال های بیشتری حل کرد.","-1"
"خیلی زیبا و قابل فهم بود...","1"
"عالی خیلی خوبه","1"
"عاالی","1"
"ممنونم از زحمات شما بسیار مفید بود","1"
"خیلی خوب مطالب رو توضیح میدن من واقعا راضی هستم","1"
"ممنون بابت توضیحات واضح.","1"
"ایشون واقعا فوق العاده درس میدن. ممنون","1"
"عالی بود. کاملا متوجه شدم.","1"
"بی نظیر. شیوا، منسجم و منظم.","1"
"کلا هر چی دیدم خیلی خوب بود و از روی علاقمندی این آموزش رو تهیه کردم. این آموزش محتواش مورد تاییدم بود خلاصه.","1"
"تدریس و نحوه آموزش مناسبه، فقط چون آنلاینه نمیشه به صورت عملی کار کرد.","-1"
"بین چندین ویدیو آموزشی و کلاسی که حتی در دانشگاه دارم آموزش ایشون واقعا قابل درک هست و به آرامی مثال میزنن که آموزش بهتر میکند","1"
"بسیار هنر اموز خوب و عالی همراه با بهترین تدریس","1"
"بسیار جامع و شمرده شمرده تدریس میکنن استاد.","1"
"آموزش توضیحات خیلی خوبی داره. استاد خیلی روان و قشنگ توضیح میدن و در کل از همه آموزش های ایشون راضی ام.","1"
"اشکالی که از نظر من دارن اینه که نمرین محور و پروژه محور نیستن به نظر من بایستی به این سمت برن","-1"
"عالی بود اما باید در تمرین ها مثال های متنوع استفاده می کرد در کل خوب بود","0"
"خیلی عالی و منظم تدریس کردند متشکرم","1"
"برای کسی که بیس برنامه نویسی رو بلد هست مناسبه و برای من چون چیزی بلد نبودم خوب نبود.","-1"
"از آموزش رضایت داشتم. تدریس استاد خیلی خوب بود.","1"
"شیوه تدریس استاد جمع بندی مطالب و سرفصل های انتخابی عالی بود.","1"
"سلام و سپاس بابت تدریس عالی تون. ","1"
"تدریس ایشون فوق العاده هست. ممنون","1"
"من عاشق درس دادن استاد هستم واقعا عالی است","1"
"از قبل من آشنایی نداشتم اما بازم تونستم ارتباط برقرار کنم و راحت و روان بود.","1"
"از قبل  آشنایی نداشتم و نتونستم ارتباط برقرار کنم و راحت و روان نبود","-1"
"خیلی خوبه عالیه","1"
"جزیات بسیار خوب و کاربردی که حتی تو کتاب های معروف هم درموردشون توضیح داده نشده","1"
"مثالها خوب بود فن بیان عالی","1"
"برای حوزه درسیم از این آموزش استفاده کردم تشکر میکنم از سایت خوبتون.","1"
"بهترین منبع آموزشی برای پایتون","1"
"بینظیر هستید به این شیوایی و رساییی اموزش نداده بودن .","1"
"خوب هست.","0"
"عالییییییییییییی","1"
"مطالب خیلی پراکنده و ناهماهنگ بودند. یکجا خیلی ساده و سطحی و با توضیحات مازاد. یکجا پیشرفته و با توضیحات حداقلی.","-1"
"کاربردی بود","1"
"بنظرم خیلی خوب و مفید بود","1"
" به نظرم توی یه زبان دیگه مثل زبان c یا تدریس ریاضی و تدریس تئوری، بیشتر مسلط هستن تا پایتون به صورت عملی.","0"
" آموزش از پایه شروع شده بود","1"
"آموزش اوکی بود، فقط تو خرید یه چارت بندی دقیق داشته باشید که انتخاب دقیق تری بتونیم انجام بدیم.","-1"
"دستتون درد نکنه، تا حدود زیادی راضی بودم و مدرس خوبی داشت این آموزش.","1"
"خیلی عالیه با تدریس مهندس شیر افکن","1"
"خوبه","0"
"دکتر فرشید شیرافکن بسیار عالی تدریس می فرمایند؛ قابل فهم و ساده ولی پیشرفته","0"
"دوست داشتم.","1"
"استاد بسیار روان و طبقه بندی شده مطالب را اراِئه کردند.","1"
"در حد آشنایی اولیه خیلی خیلی مناسب بود. محتوای خوبی داشت.","0"
"بیان استاد خیلی خوب بود.","1"
"عالیییییی بود، در طول ترم برای امتحانی که داشتم کمکم کرد.","1"
"خوب وبد ولی کاش دوره های جدیدش رو هم بزارید.","0"
"خیلی خوب بود، آقای دکتر شیرافکن فوق العاده درس میدن و مسلط هستند.","1"
"برای سطح بالا خیلی خوب نیست، اما برای کسی که تازه کاره خیلی مفیده.","0"
"خیلی آموزش خوبی بود، واقعا آقای شیرافکن تسلط بالای دارن.","1"
"این قدر قشنگ تدریس کردن که من هبچ جابی همچین آموزشی ندیدم","1"
"با دیدن این آموزش نواقصمو پیدا کردم","1"
"خیلی خوب و روان توضیح میدهند","1"
"ممنون از مجموعه فرادرس و آقای شیر افکن","0"
"استاد خیلی عالی و با حوصله توضیح می‌دن. البته کافی نیست و بهتره مثال‌های بیشتری حل بشه.","0"
"تدریس استاد بی نهایت عالی هستش فقط و فقط حیف که تمرین کم داره","0"
"بی نظیرترین آموزشی بوده که تا این لحظه از فرادرس تجربه کردم.","1"
"تدریس خوبی داشتند، متشکرم","0"
"عالی ولی دو فصل آخر گنگ بودن و من متوجه نشدم.","-1"
"اگر برنامه نویسی بلد باشید سرفصل های ابتدایی برای شما کمی خسته کننده می باشد","-1"
"دوره مفاهیم پایه ای رو خوب آموزش داده، فقط قسمت آموزش ماژول یه مقدار گنگ هست چون چند بار هم آموزش تغییر می کنه","-1"
"خیلی خوب و دارای جزییات مکفی بود.","0"
"آموزش خوبی بود اما تمرین محور نبود و تعداد تمرین ها کم بودند.","-1"
"ممنون از مدرس","0"
"سریع توضیح میدین","-1"
"خسته کننده بود.","-1"
"مطالب جدید مجزا نیست","-1"
"بسیار مفید برای یادگیری پایتون. ارائه مطالب بصورت جزء به جزء","1"
"پیشنهاد میکنم مثالها بیشتری ارائه کنید.","-1"
"یه سری ایرادات داشت در حالت کلی به اندازه هزینه ای داشت مفید بود.
محتوا کامل نبود، میتونست کامل تر باشه خلاصه و مختصر بود.","-1"
"محتوا کامل نبود.","-1"
"آموزش ایراد داشت","-1"
"هزینه ی آموزش به نسبت کیفیت زیاد بود","-1"
"کاش راجب لایه بندی های اتوکدبحث میشد","0"
"یه کم پیش پا افتاده بود. ولی بازم یه سری نکته هاش به کارم اومد.","0"
"قدرت بیان مدرس خوب بود البته میتونست اموزش کامل تر باشد و سرفصل های بیشتری پوشش دهد. توقع داشتم مثال های سخت تری را کار کنند.","-1"
" در این آموزش فایل های هر جلسه قرار داده نشده.","-1"
"در این آموزش همه فایل ها یکسان هست و فایل های جلسه  قرار داده نشده","-1"
" به نظر بنده میشد مثال های سخت تر و بیشتری رو توضیح میدادن ","-1"
"عمران اکثره آموزش های شما خیلی خیلی مختصر و ساده هستن","-1"
"راضی نیستم","-1"
"خوب نبود","-1"
"رضایت نداشتم","-1"
"رضایت داشتم","1"
"از این آموزش راضی نیستم","-1"
"این آموزش خوب و مفید نبود","-1"
"این آموزش خوب نبود","-1"
"از این آموزش راضی هستم","1"
"این آموزش مفید بود و ازش رضایت داشتم","1"
"از این آموزش رضایت کافی نداشتم","-1"
"این آموزش خیلی خوب نبود.","-1"
"راضی نیستم از این آموزش","-1"
"استاد درس بسیار مهربان و دلسوز بود اما گاهی اوقات توضیحاتش کافی نبود.","0"
"مدرسان شما توانایی‌های فوق‌العاده‌ای دارند، اما گاهی اوقات می‌خواهم مباحث پیچیده‌تری را بیشتر بررسی کنم.","0"
"خدمات شما به من اعتماد به نفس بیشتری داده‌اند، اما گاهی اوقات می‌خواهم موضوعات متنوع‌تری را بیشتر بررسی کنم.","0"
"من از دوره‌های آموزشی شما استفاده کردم و راضی بودم، اما گاهی اوقات می‌خواهم موضوعات متنوع‌تری را بیشتر بررسی کنم.","0"
"دوره‌های آموزشی شما برای همه سطوح مناسب هستند، اما گاهی اوقات می‌خواهم موضوعات پیچیده‌تری را بیشتر بررسی کنم.","0"
"مشاوره‌های شما به من کمک کردند تا مسیر تحصیلی‌ام را انتخاب کنم، اما گاهی اوقات احساس می‌کنم نیاز به مشاوره‌های بیشتری دارم.","0"
"من از کلاس‌های آموزشی شما راضی هستم، اما گاهی اوقات می‌خواهم موضوعات متنوع‌تری را بیشتر بررسی کنم.","0"
"خدمات شما به من کمک کردند تا مهارت‌های جدیدی را یاد بگیرم، اما گاهی اوقات احساس کمی از تنوع نمی‌کنم.","0"
"من از کلاس‌های آموزشی شما راضی هستم، اما گاهی اوقات می‌خواهم موضوعات پیچیده‌تری را بیشتر بررسی کنم.","0"
"خدمات شما برای آمادگی آزمون‌ها عالی است، اما گاهی اوقات می‌خواهم مباحث عمیق‌تری را بیشتر بررسی کنم.","0"
"خوب توضیح میدادن. من فقط پیشنهاد می کنم که آموزش های بیشتری در حول این آموزش ارائه کنید.","0"
"خوب توضیح نمیدادن.لطفا آموزش های دیگری در حول این آموزش ارائه کنید.","-1"
"خیلی راضی بودم. برای آزمون استخدامی از این آموزش استفاده کردم و خیلی رضایت داشتم. تشکر.","1"
"نکات جدید داشت، برای مبتدی ها خیلی مناسب بود.","0"
"مدرس خیلی خوب توضیح میدادند اماشاید بهتر بود یه سری مطلب های بیشتری رو هم میگفتن.","0"
"برای یادآوری مباحث مربوطه آموزش خوبی بود اما نظری به مباحث کامل پرداخت نشده.","0"
"دنبال تکمیلی این آموزش بودم، چون که با اینکه آموزش هیچ نقصی نداشت اما دوست داشتم تکمیلی هم یاد بگیرم.","-1"
"از نحوه ارائه مطالب و نوع محتوا راضی بودم.","1"
"خوب و مختصر و مفید بود ولی میتونست یه مقدار مطالب بیشتری رو هم پوشش بده.","0"
"مجموع جامع و خوبی بود. به نظرم اگه آپدیت هم بشه خیلی خوب میشه.","0"
"خیلی سطحی بود و یه دید کلی میداد. کاش تخصصی تر بود.","-1"
"از دید کلی و عمومی عالی عالی عالی، ولی از دید تخصصی و عمق مطلب، جای توضیح بیشتر رو داشت و نیاز بودش که جزئی تر وارد مباحث بشه.","0"
"به نظرم اگر مثال و فرمولهای بیشتری ارائه میکرد بهتر بود. فقط مفاهیم گفته شد.","-1"
"مطالب خیلی عمیق نبود راضی بودم فقط انتظار داشتم بیشتر عمق مطلب رو توضیح میدادند ولی فقط در حد همون مقدماتی بیان کرده بودند.","-1"
"مطالب خیلی عمیق نبود راضی بودم فقط انتظار داشتم بیشتر عمق مطلب رو توضیح میدادند","0"
"بسیار خوب و بسیار مسلط بودند فقط یه قسمتی از آموزش رو داخل فایل پی دی اف گذاشتند ولی در قسمت ویدئو آموزشی نبود ولی به لحاظ تدریس ایشون فوق العاده بودند.","0"
"در کل آموزش خوبی بود ولی اگر به جزییات بیشتر می پرداختن خیلی کاربردی تر بود.","0"
"در حد مقدماتی خوب بود و خیلی کلی توضیح می دادن. مثلا من برای آزمون می خواستم نیاز به منبع دیگر هم در کنار این آموزش بود.","-1"
"آموزش بسیار سریع و اکثرا تیتروار بود مخصوصا در توضیح نمودارهای هزینه و سازمان بازار","-1"
"نمودارهای نظریه هزینه را خوب توضیح ندادند و علاوه بر آن واقعا تند صحبت می کردند بدون مثال های روشن. به نظرم اسلایدها و تدریس عجولانه تدوین شده است و استاد هنرمندانه تر می توانستند آموزش دهند.","-1"
"خوب بود ولی می تونست کامل تر باشد.","0"
"نمودارها خیلی به سرعت معرفی شدند و گویا نیستند.","-1"
"خیلی مختصر بود و توضیحات کامل نبود.","-1"
"توضیخات اضافه و خسته کننده داشت.","-1"
"سلام با تشکر خیلی مفید و آموزنده بود ولی در فصل سازمان بازار اشاره به نمودارهای تقاضا می شود ولی در فصول قبلی هیچ اشاره ای به آنها نشده بود","0"
"رشته ی تحصیلیم اقتصاد بود، بعضی از مدرسین تو دانشگاه واقعا کم کاری می کردند، اما مدرسین فرادرس خوب توضیح دادند. من به دوستامم این آموزش رو پیشنهاد میدادم.","1"
"من این آموزش را به دوستام پیشنهاد میدم","1"
"خیلی ساده ولی خوب بود بیان خوبی هم دارند","0"
"دو ویدیوی اول خوب بودن ولی در توضیح نمودارهای دو ویدیوی آخر گنگ بود.","-1"
"این آموزش و سوالات ارائه شده سطح پایینی داشت","-1"
"این آموزش سطح قابل قبولی نداشت","-1"
"پیشنهاد میدم که برای ارتقا این مطلب، از سوالات محاسباتی بیشتر و پیچیده تری استفاده کنید.","-1"
"مچکرم که کامل گفتین و امثال منو روشن کردین","1"
"مبحث عرضه و تقاضا و کشش که جز سرفصل های مهم اقتصاد خرد هستش اصلا هیچگونه اشاره بهش نشده","-1"
"توضیحات خوبه ولی محتوا خیلی خلاصه و مختصر است انتظار داشتم مباحث کتاب پوشش داده بشه ","-1"
"برای یادگیری به صورت مرور میتونه خوب باشه اما برای یادگیری به صورت جامع کاربردی نیست","0"
"استاد کارشون عالیه و به زبون ساده و روان مطالب رو بیان میکنه. من درس اقتصاد کلان ایشون رو هم دیدم و راضی هستم.","1"
"من پیشنهاد میکنم این کلاس رو. ممنون از فرادرس و اساتید گرامی","1"
"گفتارشون خیلی خوب بود. از نظر سرفصل ها، نسبت به چیزایی که تو دانشگاه یا جاهای دیگه تدریس می کنن، یک مقدار ناقص هست، ولی خوب بود","0"
"توضیحات مدرس و بیانشون به نظرم خوب بود.ممنونم","0"
"مفهومی ها خیلی خوب بود، ولی بهتر بود مثال و فرمولهایی بیشتری ارائه میشد.","0"
"به صورت عمومی آموزش خوبی بود ولی اگه به صورت تخصصی تر باشه بهتر بود.","-1"
"مطالب خیلی عمیق نبود راضی نبودم و انتظار داشتم بیشتر عمق مطلب رو توضیح میدادند ولی فقط در حد همون مقدماتی بیان کرده بودند","0"
"سلام و درود بسیییاااررر عالییییی","1"
"بسیار عالی فقط حیف که بخش دوم آن در دسترس نیست","0"
"بهترین حالت ممکن برای آموزش مبحث اقتصاد خرد توی این دوره تدریس شده","1"
"آموزش بسیار خوبی بود","1"
"مدرس کاملا مسلط بودند. و به خوبی مطالب را ارائه کردند.","1"
"استاد مسلط بود و خیلی خوب تدریس کرد","1"
"آموزش خیلی خوبی بود، حل مسئله داشت که به یادگیری خیلی کمک کرد.","1"
"خوب بود. من واسه دانشگاه گرفتم اما خیلی کلی بود و من بیشتر برای دانشگاه جزئیات رو میخواستم.","0"
"این آموزش برای زمان انتشارش خوب بود ولی چون بازارهای مالی در حال تغییر هستند نیاز به آپدیت دارد.","-1"
"قبلا در این زمینه کلاس رفته بودم. پیش نیاز داشتم. و این دوره برام تکمیل کننده بود.","1"
"خوب بود. متشکرم","0"
"با تشکر از مدرس گرامی. مثال ها با دقت کمتر بررسی شدند و خیلی سطحی بود خیلی کمتر از انتظارات بود.","-1"
"کمتر از انتظاراتم بود.","-1"
"خیلی سطحی بود و کامل نبود","-1"
"این آموزش مفید نیست مطالب گنگ و ناپیوسته است. آموزش ها بدون ارائه ادله و صرفا موردی گفته می شوند.پولتون رو دور نندازید","-1"
"مقداری توضیحات گنگ هستش","-1"
"کاش توضیحات بیشتری ارائه میشد","-1"
"متوسط بود","0"
"سودمند بود","1"
"بسیار عالی و درجه یک من با این تدریس به سود رسیدم.","1"
"این دوره صرفا برای آشنایی با کلیات مبحث اسمارت مانی مناسبه، ولی برای درک دقیق تر موضوع باید دوره های عمیق تری گذرانده بشه، با تشکر از مدرس محترم.","0"
"از کلی گویی و مطالب تئوریک دوری شده است","1"
"توضیحات خیلی کم بود.","-1"
"من متوجه نشدم و سوالات زیادی دارم","-1"
"کلاس خوبی بود ولی نیاز به توضیح بیشتر و مثال مفهومی راجب هر موضوع  بود","0"
"مطالب خیلی پیش پا افتاده بود! مناسب نبود.","-1"
"خوب نبود.خیلی سطحی بود","-1"
"واقعا کمک کننده بود به نظرم برای بچه های امروزی که یکم حواس پرتن خوبه میتونه کمکشون کنه","1"
"خیلی کمک کننده بود و به من کمک کرد","1"
"من کاملا تاییدش می کنم. تسلط مدرس خیلی بالا و مفید و مختصر. تمام نکاتی که می شد در مورد این سرفصل بگن رو گفتند.","1"
"تاییدش میکنم خیلی مفید و مختصر مفاهیم را انتقال دادن","1"
"تسلط مدرس خیلی بالا بود","1"
"مدرس تسلط کافی نداشت","-1"
"به عنوان آموزش عمومی خیلی به دردم خورد.","1"
"خیلی خوب بود. مدرس خوب توضیح می دادند. در کل از مجموعه فرادرس راضی هستم. امیدوارم در آینده آموزش های مربوط به رشته برق بیشتر باشه.","0"
" معمولی بود دنبال یه چیز تخصصی تر بودم.","-1"
"باسلام. خیلی خوب بود.","1"
"ترفند خوبی بود.","0"
"این آموزش برای من مناسب نبود","-1"
"روش تدریس مناسبی نبود","-1"
"خیلی آموزش کمک کننده ای بود.","1"
"تا الان هر چی از آموزش های فرادرس تهیه کردم، برای من خوب بوده. کوتاه بود اما نسبت به هزینه ای که پرداخت میشه باید سنجید.","1"
"با این مطالب آشنا شدم برام حالت اطلاعات عمومی داشت، درکل به نظرم خوب و جالبه.","1"
"مدرس خیلی کمک میکنه و خوب تدریس میکند","1"
"نتیجه ی خیلی خوبی از این آموزش گرفتم","1"
"اگر تمرین های مدرس را به خوبی و با دقت پیش ببرید نتیجه خیلی خوبی میتونید دریافت کنید","1"
"این آموزش تاثیر گذار بود","1"
"خوب بود، تمرین هایی بیان میشد که انجام بدیم که آموزش رو تاثیر گذار کرده بود.","1"
"مدرس قشنگ راهنمایی میکند دوسش داشتم","1"
"استاد عالی تدریس کردند","1"
"جالب بود، جز آموزش هایی بود که دوست داشتم، از نظر محتوایی مدرسشم خیلی خوب صحبت میکرد و مسلط بود.","1"
"سطح آموزش متوسط هست.","0"
"آموزشای دیگه ای هم گرفته بودم ولی این دوره به نسبت هزینه ش خیلی خوب بود.","1"
"نکات خوبی بود آرزوی توفیق","0"
"سلام علیکم خیلی عالی و کامل و از مدرس عزیز کمال تشکر را دارم و آرزوی سلامتی از درگاه خداوند برای ایشان و همکارانشان را دارم .","1"
"روش ها و توضیحات مدرس به کار بردن واقعا ثمر بخش بود فقط ای کاش مثال های بیشتری همراه با تصویر به کار می بردن.","0"
"این آموزش کمکی بهم نکرد","-1"
"زیاد این آموزش برام جلب توجه نکرد که بخوام ادامشو ببینم.","-1"
"مطالب گفته شده کم بود یه مقدار باید بیشتر توضیح میدادن.","-1"
"همه چی آموزش خوب پیش رفت فقط اینکه یه مقدار توضیحات بیشتر ارائه می شد و بیان مدرس یه مقدار تندتر باشه.","-1"
"اطلاعات خوبی رو دریافت کردم","1"
"سلام یه مقدار مثال آموزشی کم بود اگر مثال بیشتری حل می کردن به نظرم محتوا بهتر می شد.","0"
"به نظرم بازم می تونست جزئیات بیشتری داخلش باشه، یه قسمتاییش هم تکراری بود اما خب مجموعه خوبی نسبت به هزینه ای که پرداختمف بود.","0"
"من اصلا متوجه تفاوت این آموزش با آموزش های از این دست فرادرس نمی شدم.انگار محتوا کلا یکیه اما آدم گوینده فقط فرق می کنه.","-1"
"من یه سری توقعات دیگه ای داشتم از این آموزش، فکر می کنم یعنی حدس میزنم که آموزش بیشتر برای دبیرستانی ها مناسب تره.","-1"
"به نظرم جا برای بهتر شدن داره و هنوز کامل نیست کارهای گرافیکی این آموزش کم کار شده.","-1"
"این آموزش برای من کاربردی نبود","-1"
"این آموزش برام کاربرد چندانی نداشت","-1"
"مباحث خيلی باز نکردن به نظرم کلی گويی زياد داشت و به نکته خاصی اشاره نکردن.","-1"
"مدرس از روی تیتر فقط می خوند، اما محتوای قوی و خوبی داشت.","0"
